policy_name,insurer,hospital_name,city,coverage_type,hospital_name_clean
Optima Restore,HDFC ERGO,sevadham hospital,Pune,Cashless,sevadham hospital
Optima Restore,HDFC ERGO,bhakti hospital,Pune,Cashless,bhakti hospital
Optima Restore,HDFC ERGO,attharva accident hospital,Pune,Cashless,attharva accident hospital
Optima Restore,HDFC ERGO,rakshak hospital,Pune,Cashless,rakshak hospital
Optima Restore,HDFC ERGO,matoshree madanbai dhariwal hospital,Pune,Cashless,matoshree madanbai dhariwal hospital
Optima Restore,HDFC ERGO,dr khade superspeciality hospital,Pune,Cashless,dr khade superspeciality hospital
Optima Restore,HDFC ERGO,yogeshwari hospital & icu,Pune,Cashless,yogeshwari hospital icu
Optima Restore,HDFC ERGO,krishna drishti eye hospital,Pune,Cashless,krishna drishti eye hospital
Optima Restore,HDFC ERGO,bhandare hospital,Pune,Cashless,bhandare hospital
Health Insurance Plan,Aditya Birla,king edwaroad memorial hospital,Pune,Cashless,king edwaroad memorial hospital
Health Insurance Plan,Aditya Birla,sancheti hospital for orthopedics and rehabilitation,Pune,Cashless,sancheti hospital for orthopedics and rehabilitation
Health Insurance Plan,Aditya Birla,surya hospital,Pune,Cashless,surya hospital
Health Insurance Plan,Aditya Birla,rajasthani & gujarati charitable foundation's poona hospital & research centre,Pune,Cashless,rajasthani gujarati charitable foundations poona hospital research centre
Health Insurance Plan,Aditya Birla,mjm hospital,Pune,Cashless,mjm hospital
Health Insurance Plan,Aditya Birla,national institute of ophthalmology,Pune,Cashless,national institute of ophthalmology
Health Insurance Plan,Aditya Birla,asian eye hospital and laser institute,Pune,Cashless,asian eye hospital and laser institute
Health Insurance Plan,Aditya Birla,galaxy care laparoscopy institute,Pune,Cashless,galaxy care laparoscopy institute
Health Insurance Plan,Aditya Birla,global hospital & research institute,Pune,Cashless,global hospital research institute
Health Insurance Plan,Aditya Birla,nm wadia institute of cardiology,Pune,Cashless,nm wadia institute of cardiology
Health Insurance Plan,Aditya Birla,om hospital,Pune,Cashless,om hospital
Health Insurance Plan,Aditya Birla,jehangir hospital,Pune,Cashless,jehangir hospital
Health Insurance Plan,Aditya Birla,oyster & pearl hospital shree/onp hospital,Pune,Cashless,oyster pearl hospital shreeonp hospital
Health Insurance Plan,Aditya Birla,paranjpe eye clinic & eye surgery centre,Pune,Cashless,paranjpe eye clinic eye surgery centre
Health Insurance Plan,Aditya Birla,smcrs hardikar hospital,Pune,Cashless,smcrs hardikar hospital
Health Insurance Plan,Aditya Birla,karne hospital pvt ltd,Pune,Cashless,karne hospital pvt ltd
Health Insurance Plan,Aditya Birla,sahyadri speciality hospital,Pune,Cashless,sahyadri speciality hospital
Health Insurance Plan,Aditya Birla,ranka hospital,Pune,Cashless,ranka hospital
Health Insurance Plan,Aditya Birla,ruby hall clinic,Pune,Cashless,ruby hall clinic
Health Insurance Plan,Aditya Birla,lokmanya hospitals pvt ltd,Pune,Cashless,lokmanya hospitals pvt ltd
Health Insurance Plan,Aditya Birla,nephroplus,Pune,Cashless,nephroplus
Health Insurance Plan,Aditya Birla,cloudnine (kids clinic india private limited),Pune,Cashless,cloudnine kids clinic india private limited
Health Insurance Plan,Aditya Birla,apollo spectra hospitals (unit of apollo specialty hospitals pvt ltd),Pune,Cashless,apollo spectra hospitals unit of apollo specialty hospitals pvt ltd
Health Insurance Plan,Aditya Birla,contacare eye hospital,Pune,Cashless,contacare eye hospital
Health Insurance Plan,Aditya Birla,nephroplus dialysis center,Pune,Cashless,nephroplus dialysis center
Health Insurance Plan,Aditya Birla,lmmfs deenanath mangeshkar hospital pune,Pune,Cashless,lmmfs deenanath mangeshkar hospital pune
Health Insurance Plan,Aditya Birla,komal nursing home,Pune,Cashless,komal nursing home
Health Insurance Plan,Aditya Birla,axis eye clinic,Pune,Cashless,axis eye clinic
Health Insurance Plan,Aditya Birla,sahyadri hospital bibvewadi,Pune,Cashless,sahyadri hospital bibvewadi
Health Insurance Plan,Aditya Birla,hi tech eye surgery & laser centre,Pune,Cashless,hi tech eye surgery laser centre
Health Insurance Plan,Aditya Birla,pharande eye hospital and phaco center,Pune,Cashless,pharande eye hospital and phaco center
Health Insurance Plan,Aditya Birla,sahyadri hospital kothrud,Pune,Cashless,sahyadri hospital kothrud
Health Insurance Plan,Aditya Birla,crescent india medical education trust inamdar hospital,Pune,Cashless,crescent india medical education trust inamdar hospital
Health Insurance Plan,Aditya Birla,contacare eye hospital (a unit of contacare ophthalmic pvt ltd),Pune,Cashless,contacare eye hospital a unit of contacare ophthalmic pvt ltd
Health Insurance Plan,Aditya Birla,welfare medical foundations villoo poonawalla memorial hospital,Pune,Cashless,welfare medical foundations villoo poonawalla memorial hospital
Health Insurance Plan,Aditya Birla,lodha hospital &,Pune,Cashless,lodha hospital
Health Insurance Plan,Aditya Birla,dr makan surgical maternity and accident hospital,Pune,Cashless,dr makan surgical maternity and accident hospital
Health Insurance Plan,Aditya Birla,kotbagi hospital pvt ltd,Pune,Cashless,kotbagi hospital pvt ltd
Health Insurance Plan,Aditya Birla,medipoint hospital,Pune,Cashless,medipoint hospital
Health Insurance Plan,Aditya Birla,noble hospital,Pune,Cashless,noble hospital
Health Insurance Plan,Aditya Birla,pulse multispeciality hospital,Pune,Cashless,pulse multispeciality hospital
Health Insurance Plan,Aditya Birla,saishree hospital and joint replacement centre a unit of adkar hospital,Pune,Cashless,saishree hospital and joint replacement centre a unit of adkar hospital
Health Insurance Plan,Aditya Birla,max neuro hospital,Pune,Cashless,max neuro hospital
Health Insurance Plan,Aditya Birla,sahyadri hospital,Pune,Cashless,sahyadri hospital
Health Insurance Plan,Aditya Birla,siddivinayak hospital,Pune,Cashless,siddivinayak hospital
Health Insurance Plan,Aditya Birla,motherhood hospital ( a unit of rhea healthcare pvt ltd ),Pune,Cashless,motherhood hospital a unit of rhea healthcare pvt ltd
Health Insurance Plan,Aditya Birla,ankur multispeciality hospital,Pune,Cashless,ankur multispeciality hospital
Health Insurance Plan,Aditya Birla,maxcare hospital,Pune,Cashless,maxcare hospital
Health Insurance Plan,Aditya Birla,kamat hospital,Pune,Cashless,kamat hospital
Health Insurance Plan,Aditya Birla,nucare hospital,Pune,Cashless,nucare hospital
Health Insurance Plan,Aditya Birla,kirad nursing home.,Pune,Cashless,kirad nursing home
Health Insurance Plan,Aditya Birla,agarwal maternity and general hospital,Pune,Cashless,agarwal maternity and general hospital
Health Insurance Plan,Aditya Birla,columbia asia hospital,Pune,Cashless,columbia asia hospital
Health Insurance Plan,Aditya Birla,pbmas hv desai eye hospital,Pune,Cashless,pbmas hv desai eye hospital
Health Insurance Plan,Aditya Birla,sakhi hospital,Pune,Cashless,sakhi hospital
Health Insurance Plan,Aditya Birla,shreekalyani nursing home,Pune,Cashless,shreekalyani nursing home
Health Insurance Plan,Aditya Birla,rising medicare hospital,Pune,Cashless,rising medicare hospital
Health Insurance Plan,Aditya Birla,dr. mores childrens hospital,Pune,Cashless,dr mores childrens hospital
Health Insurance Plan,Aditya Birla,shree hospital,Pune,Cashless,shree hospital
Health Insurance Plan,Aditya Birla,jupiter life line hospitals limited,Pune,Cashless,jupiter life line hospitals limited
Health Insurance Plan,Aditya Birla,chellaram hospital diabetes care & multispeciality,Pune,Cashless,chellaram hospital diabetes care multispeciality
Health Insurance Plan,Aditya Birla,yashorahi multispeciality hospital,Pune,Cashless,yashorahi multispeciality hospital
Health Insurance Plan,Aditya Birla,sayali hospital,Pune,Cashless,sayali hospital
Health Insurance Plan,Aditya Birla,healing touch hospital,Pune,Cashless,healing touch hospital
Health Insurance Plan,Aditya Birla,sathe hospital,Pune,Cashless,sathe hospital
Health Insurance Plan,Aditya Birla,wellness specialty clinic,Pune,Cashless,wellness specialty clinic
Health Insurance Plan,Aditya Birla,ayushri multispeciality hospital,Pune,Cashless,ayushri multispeciality hospital
Health Insurance Plan,Aditya Birla,sai ananya eye and heart care center,Pune,Cashless,sai ananya eye and heart care center
Health Insurance Plan,Aditya Birla,jai hind hospital,Pune,Cashless,jai hind hospital
Health Insurance Plan,Aditya Birla,global multispecility hospital,Pune,Cashless,global multispecility hospital
Health Insurance Plan,Aditya Birla,sankalp multispeciality hospital,Pune,Cashless,sankalp multispeciality hospital
Health Insurance Plan,Aditya Birla,vivekanand hospital,Pune,Cashless,vivekanand hospital
Health Insurance Plan,Aditya Birla,oasis multi-speciality hospital,Pune,Cashless,oasis multispeciality hospital
Health Insurance Plan,Aditya Birla,natasha eye care & research centre,Pune,Cashless,natasha eye care research centre
Health Insurance Plan,Aditya Birla,shree gajanan hospital,Pune,Cashless,shree gajanan hospital
Health Insurance Plan,Aditya Birla,shreeyash multispeciality hospital,Pune,Cashless,shreeyash multispeciality hospital
Health Insurance Plan,Aditya Birla,apple hospital,Pune,Cashless,apple hospital
Health Insurance Plan,Aditya Birla,dr d.y patil hospital & research centre,Pune,Cashless,dr dy patil hospital research centre
Health Insurance Plan,Aditya Birla,saidham muiltispeciality hospital,Pune,Cashless,saidham muiltispeciality hospital
Health Insurance Plan,Aditya Birla,polaris health care,Pune,Cashless,polaris health care
Health Insurance Plan,Aditya Birla,jeevan jyoti hospital,Pune,Cashless,jeevan jyoti hospital
Health Insurance Plan,Aditya Birla,lifeline hospital,Pune,Cashless,lifeline hospital
Health Insurance Plan,Aditya Birla,chirayu childrens hospital,Pune,Cashless,chirayu childrens hospital
Health Insurance Plan,Aditya Birla,new life child care clinic and hospital,Pune,Cashless,new life child care clinic and hospital
Health Insurance Plan,Aditya Birla,metro multispeciality hospital,Pune,Cashless,metro multispeciality hospital
Health Insurance Plan,Aditya Birla,citicare hospital pvt. ltd.,Pune,Cashless,citicare hospital pvt ltd
Health Insurance Plan,Aditya Birla,vital multispeciality hospital,Pune,Cashless,vital multispeciality hospital
Health Insurance Plan,Aditya Birla,vijay shree day care eye clinic,Pune,Cashless,vijay shree day care eye clinic
Health Insurance Plan,Aditya Birla,desai accident &,Pune,Cashless,desai accident
Health Insurance Plan,Aditya Birla,surya mother and child care pvt ltd,Pune,Cashless,surya mother and child care pvt ltd
Health Insurance Plan,Aditya Birla,dr madrewars chest & general hospital,Pune,Cashless,dr madrewars chest general hospital
Health Insurance Plan,Aditya Birla,medilife multispeciality hospital & icu,Pune,Cashless,medilife multispeciality hospital icu
Health Insurance Plan,Aditya Birla,7 orange hospital (unit of 7 orange healthcare organization llp),Pune,Cashless,7 orange hospital unit of 7 orange healthcare organization llp
Health Insurance Plan,Aditya Birla,shinde maternity hospital,Pune,Cashless,shinde maternity hospital
Health Insurance Plan,Aditya Birla,vatsalya hospital.,Pune,Cashless,vatsalya hospital
Health Insurance Plan,Aditya Birla,om shree swami samarth hospital,Pune,Cashless,om shree swami samarth hospital
Health Insurance Plan,Aditya Birla,lokmanya hospital,Pune,Cashless,lokmanya hospital
Health Insurance Plan,Aditya Birla,sanjeevani hospital,Pune,Cashless,sanjeevani hospital
Health Insurance Plan,Aditya Birla,brahmchaitanya superspeciality hospital pvt ltd,Pune,Cashless,brahmchaitanya superspeciality hospital pvt ltd
Health Insurance Plan,Aditya Birla,aditya birla health services ltd,Pune,Cashless,aditya birla health services ltd
Health Insurance Plan,Aditya Birla,golden care hospital & diagnostic,Pune,Cashless,golden care hospital diagnostic
Health Insurance Plan,Aditya Birla,sarvadnya multispeciality hospital,Pune,Cashless,sarvadnya multispeciality hospital
Health Insurance Plan,Aditya Birla,ojas multispeciality hospital,Pune,Cashless,ojas multispeciality hospital
Health Insurance Plan,Aditya Birla,shree multispeciality hospital & icu,Pune,Cashless,shree multispeciality hospital icu
Health Insurance Plan,Aditya Birla,panortho multispeciality hospital,Pune,Cashless,panortho multispeciality hospital
Health Insurance Plan,Aditya Birla,onyx multispeciality hospital pvt ltd,Pune,Cashless,onyx multispeciality hospital pvt ltd
Health Insurance Plan,Aditya Birla,imax multispeciality hospital,Pune,Cashless,imax multispeciality hospital
Health Insurance Plan,Aditya Birla,varad children hospital,Pune,Cashless,varad children hospital
Health Insurance Plan,Aditya Birla,star hospital,Pune,Cashless,star hospital
Health Insurance Plan,Aditya Birla,sai hospital,Pune,Cashless,sai hospital
Health Insurance Plan,Aditya Birla,patil hospital general & eye hospital,Pune,Cashless,patil hospital general eye hospital
Health Insurance Plan,Aditya Birla,dhanashree hospital,Pune,Cashless,dhanashree hospital
Health Insurance Plan,Aditya Birla,sterling multispeciality hospital,Pune,Cashless,sterling multispeciality hospital
Health Insurance Plan,Aditya Birla,bhaktisiddhant hospital,Pune,Cashless,bhaktisiddhant hospital
Health Insurance Plan,Aditya Birla,matoshree multispeciality hospital,Pune,Cashless,matoshree multispeciality hospital
Health Insurance Plan,Aditya Birla,shree om multispeciality hospital,Pune,Cashless,shree om multispeciality hospital
Health Insurance Plan,Aditya Birla,shwas multispeciality hospital,Pune,Cashless,shwas multispeciality hospital
Health Insurance Plan,Aditya Birla,patil hospital,Pune,Cashless,patil hospital
Health Insurance Plan,Aditya Birla,aarogyam multispeciality hospital,Pune,Cashless,aarogyam multispeciality hospital
Health Insurance Plan,Aditya Birla,chintamani hospital,Pune,Cashless,chintamani hospital
Health Insurance Plan,Aditya Birla,pawana hospital,Pune,Cashless,pawana hospital
Health Insurance Plan,Aditya Birla,samarth hospital,Pune,Cashless,samarth hospital
Health Insurance Plan,Aditya Birla,bhakti hospital,Pune,Cashless,bhakti hospital
Health Insurance Plan,Aditya Birla,manchar city hospital,Pune,Cashless,manchar city hospital
Health Insurance Plan,Aditya Birla,siddhakala hospital,Pune,Cashless,siddhakala hospital
Health Insurance Plan,Aditya Birla,maxcare multispeciality hospital,Pune,Cashless,maxcare multispeciality hospital
Health Insurance Plan,Aditya Birla,dhulabapu kokare memorial hospital,Pune,Cashless,dhulabapu kokare memorial hospital
Health Insurance Plan,Aditya Birla,giri raj hospital & intensive care unit,Pune,Cashless,giri raj hospital intensive care unit
